,apt_name,address
103775,동아쉐르빌,안암동3가 79-4
103856,성북,성북동 348-3
103872,양지,동소문동4가 241
104060,라온유,정릉동 1034
104225,트라움하임,동선동5가 69-1
104347,꿈의숲대명루첸아파트,장위동 317
104550,선경(127),종암동 127
104577,코코아파트,장위동 68-1014
104792,동진,종암동 10-178
104817,한솔,상월곡동 24-51
104872,고명,돈암동 42-32
104930,우정에쉐르,정릉동 1033
105218,정릉2차e-편한세상,정릉동 1035
105269,두이노블레스(2),길음동 973-2
105419,석관래미안,석관동 407
105496,한양수자인,동선동4가 295-1
105510,코지아뜨리에,보문동3가 214
106275,청옥,정릉동 716-117
106821,삼선현대힐스테이트,삼선동2가 420
106932,성북좋은,성북동 179-96
107219,래미안세레니티,종암동 133
107492,한신플러스A,동소문동4가 280
107666,노블레스타워,종암동 3-91
107676,꿈의숲푸르지오,하월곡동 228
107811,길음뉴타운8단지(래미안),길음동 1284
107907,길음뉴타운7단지(두산위브),길음동 1285
108404,브라운스톤동선,동소문동7가 120
108503,길음뉴타운9단지(래미안),길음동 1286
108606,코업스타클래스,하월곡동 46-73
108655,대성유니드(641-0),돈암동 641
108843,신아,길음동 1076
109638,래미안라센트,종암동 134
109729,경헌그린아파트,장위동 315
110156,동문골드빌B동,보문동6가 356
110251,종암2차SKVIEW,종암동 135
110365,코아루센타시아,동선동1가 121-6
110573,진성,삼선동3가 3-1
111294,동일스카이,정릉동 800-95
111847,풍산쉐르빌(815-1),정릉동 815-1
111990,보문하우스토리,보문동4가 116
112079,동일하이빌뉴시티,하월곡동 230
112181,미양산타빌,정릉동 365-4
112275,창방트윈(B동),하월곡동 90-2066
112473,길음 서희스타힐스,하월곡동 229
112738,삼선에스케이뷰,삼선동3가 116
114078,돈암동 해피트리,돈암동 642
117785,이편한세상 보문,보문동3가 230
119222,삼전솔하임3차,하월곡동 88-510
119693,주승보타운,삼선동3가 6-4
121112,(115-5),성북동1가 115-5
124918,정릉꿈에그린,정릉동 1037
125651,중앙드림빌,종암동 33-45
127027,길음역 금호어울림,돈암동 643
127575,한신플러스B,동소문동6가 261
127862,노블레스타워2,종암동 3-1507
130310,시티플레이스,동소문동6가 3-1
134104,에스케이북한산시티,미아동 1353
134105,벽산라이브파크,미아동 1354
134109,요진,미아동 152
134113,현대성우,미아동 561-2
134116,삼각산아이원,미아동 1357
134132,한일,미아동 258-732
134134,미아동부센트레빌,미아동 474
134135,인성,미아동 224-40
134167,두예파크빌,미아동 8-318
134169,신일해피트리,미아동 1358
134171,미아1차래미안,미아동 797
134175,번동솔그린,번동 136
134177,주공1단지,번동 242
134178,한양(133-1),번동 133-1
134188,꿈의숲수림채,번동 118-15
134190,기산그린,번동 191
134195,한진그랑빌(해모로),번동 139
134197,래미안수유,수유동 730
134198,썬힐하우스,수유동 334-3
134199,수유벽산1차,수유동 205
134200,수유현대,수유동 729
134207,수유삼호,수유동 63
134220,북한산굿모닝,우이동 175
134228,보람빌라트,미아동 198-27
134239,경남아너스빌(1356-0),미아동 1356
134256,두원프라자,미아동 1351
134288,한진,번동 658
134290,효성인텔리안,번동 418-3
134292,오동공원현대,번동 760
134293,주공4단지,번동 234
134307,청솔,수유동 178-1
134308,은진,수유동 690-9
134313,백두골드,수유동 710-15
134321,골드빌,수유동 569
134325,부강쉐르빌,수유동 281-51
134328,훼밀리,수유동 519-10
134333,두온리치벨리,우이동 5-5
134335,다인플레움,우이동 117-3
134344,현대(190-2),미아동 190-2
134392,미아한일유앤아이,미아동 1355
134411,한솔드림빌,미아동 137-17
134440,월드빌라(311-10),미아동 311-10
134463,훼밀리힐,번동 148-490
134494,파크(나),수유동 282-12
134496,정원,수유동 282-20
134510,대성월드빌,수유동 45-93
134515,한솔힐스빌,수유동 410-45
134520,수유벽산2차,수유동 648
134528,미아신구,미아동 1352
134542,현대쉐르빌,미아동 302-33
134585,신대상,미아동 137-7
134642,한솔솔파크,번동 138
134664,대림(수유),수유동 50-75
134669,우암센스뷰,수유동 229-50
134766,동문,번동 657
134819,포엠빌,수유동 190-18
134821,은석,수유동 697-1
134823,영남,수유동 192-61
134850,성북프라자,미아동 318-5
134920,화계맨숀,수유동 461-13
134947,스카이빌(8-87),미아동 8-87
134979,장원(503),번동 148-503
135049,완성,번동 148-496
135054,다경하이빌,수유동 177-2
135059,오페라하우스,수유동 560-24
135076,그린힐빌라트,미아동 198-36
135157,진안골드밸리,수유동 562-4
135197,현대꿈에그린,번동 271-2
135271,성원그린(103동),우이동 340
135283,동아하이빌14차,미아동 192-16
135352,현대맨션(52-27),수유동 52-27
135418,현대캐슬,미아동 133-12
135447,삼성빌리지(223-14),수유동 223-14
135634,현대(148-494),번동 148-494
135745,수유역두산위브1,번동 410
135756,장원(101),번동 148-500
135860,수유역두산위브2,번동 411
136044,청솔(269-25),수유동 269-25
136272,삼성래미안트리베라2단지,미아동 812
136298,래미안트리베라1단지,미아동 813
136309,성덕,수유동 50-82
136477,FIRSTVIEW,수유동 274-3
136504,송천센트레빌,미아동 461
136744,더조은홈,번동 410-32
136813,신일,미아동 163-21
136977,다우(459-63),번동 459-63
137143,궁전,수유동 280-14
137149,삼성빌리지(338-1),수유동 338-1
137301,풍산쉐르빌A동,수유동 281-32
137864,세영,수유동 403-17
137915,젬스톤타운,미아동 103-183
138198,파크(가),수유동 282-11
138479,태솔캡슬,수유동 50-20
138530,청솔리치,수유동 245-8
138658,형인휴아름,수유동 732
139482,이너스내안에,미아동 1361
141525,수유역하이씨티,수유동 733
143893,센트로힐,번동 761
144141,은진스톤하우스21차,미아동 198-16
145463,북한산노블리스빌,우이동 84-8
145853,현대2,쌍문동 50
145855,삼익세라믹,쌍문동 56
145856,한양5,쌍문동 59-3
145860,금호1,쌍문동 199-1
145861,한양2,쌍문동 59
145862,미라보,쌍문동 160
145865,대웅,쌍문동 13-2
145866,현대1,쌍문동 54
145871,삼보,쌍문동 460-8
145872,풀내음아파트,쌍문동 75-29
145876,한양6,쌍문동 59-5
145881,한양1,쌍문동 388-33
145883,금호2,쌍문동 산69-1
145888,동익미라벨,쌍문동 285-5
145903,쌍문동삼성래미안,쌍문동 725
145910,신원2,쌍문동 723
145915,기용,쌍문동 153
145942,한솔캐스빌,쌍문동 128-2
145943,백조,쌍문동 724
145957,신원에벤에셀,쌍문동 256
145960,파라다이스빌,쌍문동 727
145961,에덴,쌍문동 713
145963,신동아아파트1,방학동 271-1
145964,청구아파트,방학동 734
145967,벽산아파트1,방학동 275
145968,신동아아파트2,방학동 531
145969,금광포란재아파트,방학동 714-1
145970,벽산아파트2,방학동 496
145971,삼익세라믹아파트,방학동 274
145972,우성아파트2,방학동 508
145975,우성아파트1,방학동 507
145976,신동아타워아파트,방학동 736
145983,대상타운현대아파트,방학동 720-1
145987,브라운스톤방학아파트,방학동 713
145990,신동아아파트5,방학동 738
145992,방학동삼성래미안1,방학동 720-18
145996,방학E.S.A1아파트,방학동 718-7
145997,극동아파트,방학동 730
145999,태양아파트,방학동 612-2
146003,동부센트레빌아파트,방학동 689
146006,거성학마을아파트,방학동 701-15
146007,우암쎈스뷰아파트,방학동 713-12
146008,한화/성원아파트,방학동 731
146010,신동아아파트4,방학동 732
146013,대원그린아파트,방학동 444-31
146022,동양크레오아파트,방학동 740
146023,성원아파트,방학동 735
146046,창동주공4단지,창동 373
146048,창동2차현대,창동 815
146049,창동신도브래뉴1차,창동 820
146050,창동주공18단지,창동 30
146051,창동주공3단지(해등마을),창동 347
146053,북한산아이파크5차,창동 825
146055,상아2차아파트,창동 300
146066,주공19단지(창동 리버타운),창동 27
146068,태영데시앙,창동 819
146070,창동주공1단지,창동 305
146071,신창,창동 810
146074,수산트리플,창동 817
146075,중흥에스클래스,창동 665-21
146084,창동주공2단지,창동 316
146086,주공17단지,창동 38
146087,동아청솔,창동 808
146089,현대조합,창동 813
146095,영창하모니A,창동 582-21
146104,금용,창동 809
146108,미소애,창동 715-3
146109,창동현대타운,창동 812
146113,창동한신휴플러스(621-69),창동 621-69
146130,초안산신도브래뉴,창동 821
146131,원산아파트33차,창동 661-13
146135,창동3차현대,창동 816
146142,대우그린,창동 814
146157,신창빌라트,창동 471-9
146162,창동그린아파트,창동 254-30
146168,한신APT,창동 451
146192,북한산한신휴플러스,창동 826
146198,상아1차아파트,창동 299
146271,현진아파트,창동 254-5
146302,유원도봉,도봉동 83
146303,도봉파크빌3,도봉동 644
146306,서원,도봉동 641
146309,삼안리치,도봉동 570-10
146315,럭키,도봉동 595
146326,중흥에스-클래스,도봉동 51-12
146333,도봉파크빌2,도봉동 647
146334,양우내안애,도봉동 656
146367,쌍문금용,쌍문동 321
146390,원산,쌍문동 138-33
146400,한양7,쌍문동 158
146409,북한산월드메르디앙,쌍문동 728
146412,신일라이프,쌍문동 726
146436,대우파크빌,쌍문동 159
146477,방학동삼성래미안2,방학동 715-12
146484,부흥아파트,방학동 618-1
146495,방학E.S.A2아파트,방학동 716-5
146506,신동아아파트3,방학동 530
146548,효성하이타운아파트,방학동 739
146574,부영팰리스,방학동 690-3
146621,한일아파트,창동 621-1
146622,LIG건영캐스빌,창동 635-42
146681,금강102,창동 629-29
146761,"은성드림존101동,102동",창동 603-25
146801,창동한승미메이드,창동 824
146834,창동현대4차,창동 818
146929,삼환도봉,도봉동 87
146931,도봉산리베니움,도봉동 571
146938,래미안도봉,도봉동 655
146966,서광,도봉동 643
146968,신도봉,도봉동 588
147050,새울(139-37),쌍문동 139-37
147079,영진팰리스,쌍문동 88-14
147089,브라운스톤쌍문,쌍문동 729
147111,성원하이츠(B동),쌍문동 574-1
147124,e편한세상,쌍문동 731
147136,성원하이츠A동,쌍문동 574
147146,신일라이프(B동),쌍문동 277-5
147158,신라샤르망,쌍문동 600
147161,대우파크힐(쌍문동이안),쌍문동 730
147202,신건영주택A,쌍문동 315-20
147222,성원하이츠(C동),쌍문동 567
147297,신주아파트(A동),방학동 695-10
147303,동일아파트,방학동 621-6
147688,대림아파트,창동 609-11
147922,우영,도봉동 556-18
148002,신성오크힐,쌍문동 81-151
148019,시그마팰리스,쌍문동 575
148119,방학E.S.A3아파트,방학동 716-1
148207,신주아파트B,방학동 695-21
148331,금성파크A동,창동 665-25
148614,엘지트윈빌Ⅰ·Ⅱ,쌍문동 19
148633,하루방,쌍문동 315-48
148634,피스플하우스,쌍문동 68-1
148696,북한산팰리스아파트,방학동 522
148816,DK포시즌,창동 442-33
149015,선덕빌라트아파트,방학동 519-1
149199,선우,쌍문동 11-5
149273,황지,창동 661-89
149345,벽산송화프라자,쌍문동 20
149417,성원팰리스,쌍문동 100-2
149519,보람아파트,창동 607-4
149769,새울아파트,창동 608-167
149880,한영,쌍문동 639-1
149893,성원105동,방학동 266-3
150673,동일씨티빌,쌍문동 19-20
150973,하우니티,창동 661-10
152289,청하아파트B동,창동 581-74
152382,동일하이빌,창동 662-103
152410,청하아파트A동,창동 581-4
152515,동도센트리움,창동 827
152696,금성파크B동,창동 665-26
153232,세인트라디움,창동 442-17
153994,영진,쌍문동 143-52
154406,금강101,창동 629-24
155288,세명,창동 553-50
155390,청화,쌍문동 450
156175,동순미,쌍문동 642
156546,청화아파트,방학동 669-7
156770,퍼스트뷰아파트,창동 442-5
158335,새로움아파트,창동 731-54
159035,태솔에버빌아파트,방학동 712-17
161062,파크힐,창동 443-4
162503,월가타워,창동 7
163155,퍼스티안,방학동 705-17
164399,북한산 코오롱 하늘채,쌍문동 732
165797,새울(715-25),창동 715-25
169919,스마트빌,쌍문동 96-39
171739,그린스테이트,쌍문동 311
173394,삼성브래뉴,창동 443-1
175984,사슴3,월계동 320-11
175987,장은하이빌,월계동 931
175988,한진한화그랑빌,월계동 18
175989,우남그랜드,월계동 930
175991,삼창,월계동 448-3
175993,삼호4,월계동 12
175994,성원(사슴4),월계동 322-1
175998,삼호3,월계동 13
176000,월계흥화브라운빌,월계동 939
176002,청백4,월계동 781
176007,삼능스페이스향,월계동 380-1
176013,초안산쌍용스윗닷홈,월계동 945
176019,청백3,월계동 780
176021,월계역신도브래뉴,월계동 942
176037,건양노블레스빌,월계동 938
176040,성북역신도브래뉴,월계동 941
176076,두산힐스빌아파트,공릉동 747
176077,태강아파트,공릉동 81
176078,대주파크빌아파트,공릉동 751
176079,비선아파트,공릉동 109
176080,풍림아파트A,공릉동 725
176083,청솔아파트8,공릉동 91
176085,청우씨티아파트,공릉동 569-20
176087,서일이츠뷰,공릉동 371-11
176088,서로퍼스트빌,공릉동 351-1
176090,공릉동한보,공릉동 743
176094,우국리더스빌아파트,공릉동 757
176095,시영2단지(라이프)아파트,공릉동 707
176096,비콘아파트,공릉동 755
176098,효성아파트,공릉동 746
176099,시영3차(라이프)아파트,공릉동 715
176107,서경하누리아파트,공릉동 493-20
176108,하늘공원아파트(102동),공릉동 222-4
176110,건영아파트,공릉동 404-3
176115,청솔아파트9,공릉동 90
176118,삼익4단지아파트,공릉동 714
176122,화랑타운아파트,공릉동 111
176128,대동아파트2,공릉동 380-1
176129,동신아파트,공릉동 745
176131,신성미소지움아파트,공릉동 756
176135,탑스빌아파트,공릉동 504-7
176136,대명아파트,공릉동 270-71
176141,탑스빌아파트(102동),공릉동 690-23
176149,풍림아파트B,공릉동 727
176150,공릉우성아파트,공릉동 738
176152,길성그랑프리텔아파트,공릉동 753
176157,현대(고려)아파트,공릉동 590-1
176159,태릉우성아파트,공릉동 254
176164,탑스빌아파트(101동),공릉동 690-10
176169,청솔브레씽A동,공릉동 380-56
176171,공릉2신도브래뉴아파트,공릉동 749
176174,동아하이빌아파트101동,공릉동 609-3
176175,우성아파트(101동),공릉동 569-26
176176,신원아파트,공릉동 370-4
176183,남청파인힐,공릉동 379-5
176188,주완위즈빌,공릉동 351-2
176190,대아2차아파트,공릉동 492-1
176195,신도1차아파트,공릉동 748
176208,대아아파트1차,공릉동 740
176211,한신1,하계동 284
176212,학여울청구,하계동 354
176221,하계1청구,하계동 251
176225,장미(시영6),하계동 273
176227,청솔(시영7),하계동 274
176230,하계2현대,하계동 288
176231,한신동성,하계동 256-5
176245,청구3,하계동 251-12
176297,미주동방벽운,상계동 1265
176298,상계주공14(고층),상계동 626
176299,한신4차,상계동 995
176300,상계주공11(고층),상계동 652
176302,상계주공12(고층),상계동 647
176303,은빛2단지,상계동 1256
176304,상계주공16(고층),상계동 624
176305,현대4차,상계동 1271
176306,상계주공6(고층),상계동 720
176307,상계주공1(저층),상계동 765
176309,상계주공13(고층),상계동 637
176312,상계현대3차,상계동 1063
176313,은빛1단지,상계동 1255
176316,상계대림,상계동 172
176317,상계2차중앙하이츠,상계동 1282
176319,상계주공2(고층),상계동 740
176320,상계주공4(고층),상계동 749-5
176322,상계주공10(고층),상계동 666
176327,상계주공9(고층),상계동 670
176329,한신3차,상계동 458
176339,보람1단지,상계동 639
176343,상계대림e편한세상,상계동 1301
176360,상계주공3(고층),상계동 730-2
176371,청암2단지,상계동 1276
176379,현대2차,상계동 1078
176393,대망드림힐1,상계동 1304
176396,상계1차중앙하이츠,상계동 1279
176399,청암1단지,상계동 1275
176400,대창센시티,상계동 1302
176404,희락,상계동 1280
176409,보람그린 102동,상계동 1094
176417,상계신동아,상계동 463
176418,수락한신,상계동 1277
176453,임광,상계동 694
176454,상계우방유쉘,상계동 1295
176458,중앙하이츠(5지역),상계동 1068
176474,상계주공7(고층),상계동 691
176480,상계주공5(저층),상계동 721
176487,동아불암,상계동 1285
176499,상계주공3(저층),상계동 737
176519,불암현대,상계동 1293
176522,양우,상계동 1299
176529,상계불암대림,상계동 1289
176541,미도,상계동 766-1
176559,우림루미아트1,상계동 1306
176575,한일유앤아이,상계동 1309
176576,북부현대,상계동 1273
176583,비콘드림힐2,상계동 1310
176597,한신2차,상계동 451
176717,상계현대1차,상계동 1055
176719,상계주공8(저층),상계동 677
176736,주공6,중계동 364-12
176737,삼창타워주상프라자,중계동 584-1
176738,중계그린1단지,중계동 502-1
176739,중계3벽산,중계동 592
176740,청암3단지(582),중계동 582
176741,중계무지개,중계동 512
176745,극동의푸른별1차,중계동 600
176747,주공4,중계동 358-2
176750,건영3,중계동 360-15
176751,중계현대2,중계동 435-1
176753,주공7,중계동 363-1
176757,양지마을(대림)1,중계동 587
176758,건영2,중계동 515-2
176760,주공10,중계동 360-16
176763,롯데(505),중계동 505
176764,주공8,중계동 362-1
176770,현대1(4차),중계동 577
176771,주공5,중계동 359-1
176772,성원1,중계동 580
176774,현대(6차),중계동 34
176777,신동아(366),중계동 366
176795,중앙하이츠1,중계동 161-1
176828,성원2,중계동 581
176831,양지마을(대림)2,중계동 588
176863,롯데우성아파트,중계동 361-1
176883,중계스타클래스,중계동 599
176885,금호타운(583),중계동 583
176923,대호,중계동 591
176942,현대(3차),중계동 576
176943,신안,중계동 590
176951,진로유통조합대림,중계동 78
176953,중계3우성,중계동 585
176971,현대2(4차),중계동 578
176972,신안동진,중계동 364
176992,건영재건축(586),중계동 586
177017,초안1,월계동 923
177018,성북맨션,월계동 383-40
177033,한일2,월계동 927
177042,초안2,월계동 924
177045,월계로즈빌(387),월계동 387
177092,한일1,월계동 926
177154,임성아파트,공릉동 389-13
177164,대동아파트,공릉동 604-11
177175,현대성우아파트,공릉동 741
177186,신명아파트,공릉동 382-14
177190,신한양아파트,공릉동 400-8
177196,녹주아파트,공릉동 750
177200,엘림타운,공릉동 379-2
177225,건영장미아파트,공릉동 744
177231,라메즈아파트,공릉동 575-24
177256,삼익2차아파트,공릉동 754
177279,진주브라운,공릉동 585-6
177428,수락파크빌,상계동 1269
177537,상록수2단지,상계동 1297
177610,한창늘푸른,상계동 925-1
177614,노원현대,상계동 359
177645,미라보(성림),상계동 1320
177650,금호타운,상계동 1270
177724,송이월드B동,상계동 1101-33
177881,수락현대,상계동 1272
177921,화인상가,중계동 579
177945,비콘드림힐(602),중계동 602
178031,동도센트리움(601),중계동 601
178235,송암,월계동 496-2
178236,현대(289-5),월계동 289-5
178237,롯데캐슬루나,월계동 947
178243,유원,월계동 880
178441,남광아파트,공릉동 684-22
178468,씨엠아파트,공릉동 568-6
178483,서진프라자아파트,공릉동 492-3
178590,효성화운트빌아파트,공릉동 106
178601,서울센스빌아파트,공릉동 589-3
178633,청수대아파트,공릉동 270-47
178667,현대아파트,공릉동 230
178785,삼익선경,하계동 255-1
178877,현대하이츠,상계동 90-1
178991,노원우성,상계동 1251
179212,상록수1단지,상계동 1296
179296,센트럴타워,상계동 581-2
179387,D.S,상계동 1117-12
179415,대동황토빌라트,상계동 1021-12
179467,우림루미아트2,상계동 1307
179750,한신월드,중계동 68-1
179912,대림벽산(363),중계동 363
180117,백영아파트,공릉동 593-6
180160,신대림아파트,공릉동 379-9
180169,청구빌아파트,공릉동 269-2
180184,광덕파크빌아파트,공릉동 752
180320,아주,하계동 167-10
180361,코지한주,상계동 가-6040-35
180485,신이모닝빌,상계동 1298
180608,보미,상계동 144-3
180624,충효파크타운,상계동 407-7
180924,우남(저층),월계동 492-1
181053,하늘공원아파트(103동),공릉동 222-15
181433,정진아트리움,중계동 137-39
181583,남광 미르빌,공릉동 684-60
181694,수락파크,상계동 1087-4
181752,늘푸른비콘,상계동 1308
181767,이연아마빌레,중계동 58-34
181814,중앙하이츠아쿠아,중계동 514
181872,한진아파트,공릉동 408-23
182523,뉴-동부아파트,상계동 95-6
182923,하늘공원,공릉동 222
183375,주완위즈빌2,공릉동 504-5
184484,우성아파트(102동),공릉동 569-28
185889,수락산늘푸른,상계동 1317
186593,보람그린APT101동,상계동 1090-2
186626,송이월드A동,상계동 1101-2
187315,불암신기 101동,상계동 가-52-2
188259,범하세라믹,상계동 43-5
188286,코지아뜨리에101,중계동 137-28
188964,수락리버시티3단지,상계동 1312
188972,수락리버시티4단지,상계동 1313
189136,하나플러스아파트,공릉동 587-8
189496,태승훼미리아파트,공릉동 759
190552,불암신기 102동,상계동 가-52-1
191460,청솔브레싱B동,공릉동 380-10
193260,노원IPARK,상계동 1318
199214,참다움아파트,공릉동 395-6
200590,진명비베레,공릉동 395-7
208319,한일휴니스빌,공릉동 683-14
209059,보람노블레스아파트,공릉동 586-15
212738,소담빌,상계동 330-29
216352,한화꿈에그린TheFirst,중계동 606
224051,동아하이빌아파트,공릉동 609-57
230322,노원 프레미어스 엠코,공릉동 670-20
230703,꿈의숲 SK VIEW,월계동 949
230836,670-7,공릉동 670-7
234763,중계센트럴파크,상계동 1322
240803,공릉1단지아파트,공릉동 708
241122,대림한숲,수색동 415-1
241127,진흥엣세벨,수색동 416-1
241134,제일아파트가동(345-4),수색동 345-4
241136,대림아파트(276),녹번동 276
241137,녹번JR아파트,녹번동 280-1
241138,해주드림빌,녹번동 279-1
241145,녹번현대아파트,녹번동 100-55
241147,북한산현대홈타운,불광동 633
241149,대호프라자 아파트,불광동 631-1
241150,금상아파트,불광동 346-3
241152,북한산대창센시티,불광동 71-16
241154,명남뉴타운,불광동 16-142
241163,대호아파트,불광동 629
241164,남양구르미아파트,불광동 479-10
241165,신우빌라트,불광동 241-23
241166,대암아파트,불광동 230-3
241168,해피플러스1,불광동 483-11
241169,은혜 스카이빌 아파트,불광동 634
241170,삼익(217-9),불광동 217-9
241173,메카,갈현동 543
241174,지캐슬,갈현동 487-2
241175,코오롱오투빌,갈현동 545
241176,수정럭스(428-6),갈현동 428-6
241177,천수,갈현동 488-16
241178,대양,갈현동 281-208
241179,갈현동현대,갈현동 537
241180,반도하우드,갈현동 258-1
241181,미미,갈현동 538
241187,동광갈현베르빌,갈현동 465-12
241188,동익파크(355-95),구산동 355-95
241189,세화샤이닝1,구산동 222
241191,갈현1단지e-편한세상,구산동 547
241192,갈현현대,구산동 382
241194,두일,구산동 308-3
241198,경향,구산동 162-1
241202,초원넥스빌,대조동 87-30
241205,메트로럭스,응암동 110-9
241207,뉴월드(403-32),응암동 403-32
241209,한일(39-23),응암동 39-23
241210,대주파크빌,응암동 669-1
241211,응암동금호,응암동 739
241214,애필리움,응암동 113-35
241215,서강스카이빌,응암동 109-3
241218,뉴월드(402-112),응암동 402-112
241219,자선메르시안(115),응암동 115-27
241220,자선메르시안(400),응암동 400
241222,해태드림타운,응암동 738
241223,조이팰리스(90-23),응암동 90-23
241227,아이언,역촌동 17-51
241228,디딤빌아파트,역촌동 50-24
241229,역촌월드,역촌동 19-3
241230,예청,역촌동 36-14
241231,엔에스,역촌동 46-29
241232,이랜드 타운아파트,신사동 367
241234,뉴서울(277-2),신사동 277-2
241235,은평신사두산위브,신사동 370
241236,신사동한신휴플러스,신사동 365
241237,삼부,신사동 361
241240,구암,신사동 366
241241,신성수정,신사동 358
241242,신선,신사동 26-20
241245,신사씨티,신사동 297
241254,라이프씨티,신사동 354
241255,뉴신사신성,신사동 356
241259,청운,신사동 363
241261,우공102동,신사동 278-34
241265,신사코아,신사동 9-24
241267,모델리안1,신사동 39-21
241270,삼신,증산동 213-20
241272,미그린,증산동 256
241273,문영마운틴1차,증산동 254
241274,월드빌,증산동 250
241275,에쉐르,증산동 214-13
241277,자선메르시안(102),증산동 174-14
241293,녹번2현대,녹번동 278-1
241297,송학파크팰리스,녹번동 83-47
241307,월드그린,불광동 8-51
241312,남해그린힐,불광동 632
241326,웰빙존,갈현동 522-19
241327,대훈,갈현동 136-6
241333,갈현건영,갈현동 541-1
241338,인우(281-236),갈현동 281-236
241340,새천년드림,구산동 213-17
241341,태영홈,구산동 26-25
241342,우공아트빌,구산동 26-4
241346,세화샤이닝2,구산동 223
241350,삼성타운,대조동 231
241354,대운브랜뉴,응암동 118-12
241367,형미그린(101),응암동 757
241368,월드빌(120-9),응암동 120-9
241370,뉴월드(240-63),응암동 240-63
241371,명남뉴,역촌동 32-3
241372,프라우드아파트,역촌동 9-54
241373,청우참조은,역촌동 43-55
241374,무궁화,역촌동 62-16
241376,부호(101동),역촌동 58-4
241378,진주하이츠2차,역촌동 10-83
241379,센타폴리스,역촌동 85-12
241384,예승,역촌동 50-45
241386,역촌아파트,역촌동 1-30
241391,에코빌라,신사동 34-7
241393,회림,신사동 39-2
241402,홍익,신사동 19-117
241406,우공101동,신사동 278-1
241412,정은노블스A,신사동 23-9
241423,굿모닝기룡(369-0),신사동 369
241431,임탑(364),신사동 364
241433,선정(348-12),신사동 348-12
241444,청록,증산동 169-3
241446,증산중앙하이츠,증산동 248
241447,월드메르시안(179-9),증산동 179-9
241474,리베하임,녹번동 29-108
241478,보배빌(90-2),녹번동 90-2
241485,예원(86-126),녹번동 86-126
241506,북한산 한양 수자인 아파트,불광동 636
241516,청송,불광동 30
241521,서강아파트,불광동 171-59
241525,라이프시티,갈현동 267-1
241526,현재트윈빌,갈현동 542-1
241532,아름(526-2),갈현동 526-2
241535,우남,갈현동 540
241547,뉴월드빌(16-28),구산동 16-28
241550,새천년3차드림,구산동 220-2
241551,구산,구산동 199-25
241558,대림e-편한세상2,구산동 546
241562,브라운스톤구산,구산동 159-10
241567,예승빌라트,구산동 27-15
241571,동명베스트(84-21),대조동 84-21
241583,서강스카이빌2,응암동 116-17
241593,역산아이지아,응암동 89-12
241599,남광쉐르빌,응암동 88-16
241601,자선메르시안(119-15),응암동 119-15
241607,한국리치빌,역촌동 231
241609,혜승밸라지오,역촌동 8-24
241610,미랜드,역촌동 39-1
241612,역촌빌라트,역촌동 49-12
241613,진주하이츠(10-89),역촌동 10-89
241614,소망,역촌동 63-2
241615,솔빛,역촌동 47-31
241618,역산미르빌,역촌동 37-53
241627,성현,신사동 200-28
241628,신사성원,신사동 360
241632,정명네스트,신사동 38-30
241635,(362-0)1,신사동 362
241636,명진(200-115),신사동 200-115
241671,테마빌2,신사동 338-2
241672,명남(39-4),신사동 39-4
241675,네르비,증산동 161-8
241676,덕원,증산동 220-1
241678,선정(178),증산동 251
241692,국도,수색동 325-17
241700,동하아트빌,수색동 358-11
241708,"수정가,나동(17-9)",수색동 17-9
241722,기룡쉐르빌(96-6),녹번동 96-6
241747,극동메트로타워,불광동 311-13
241749,대광월드,불광동 391-68
241782,한우리,갈현동 327-54
241786,역촌맨션,갈현동 467-2
241802,갈현삼성,갈현동 544
241812,온세,구산동 25-41
241829,에덴드림,구산동 14-21
241841,효원,대조동 88-69
241843,삼오,대조동 204-1
241849,월드빌(120-6),응암동 120-6
241854,경향렉스빌,응암동 96-18
241855,예청B,응암동 122-12
241856,명남(122-10),응암동 122-10
241868,형미그린(758-0),응암동 758
241873,재연,응암동 122-26
241877,자선메르시안101동(123-26),응암동 123-26
241878,서강스카이빌3(116-24),응암동 116-24
241885,리더스파크,역촌동 85-41
241886,디케이,역촌동 45-30
241887,신아굿모닝(64-15),역촌동 64-15
241889,만민라이프(A동),역촌동 59-15
241890,연리지,역촌동 36-37
241897,명남(200-16),신사동 200-16
241901,다원그린,신사동 39-11
241921,(23-42),신사동 23-42
241932,임탑(12-1),신사동 12-1
241947,월드메르시안(179-8),증산동 179-8
241948,자선메르시안(101),증산동 253
241965,제일아파트나동(345-5),수색동 345-5
241966,도현,수색동 328-3
241969,청솔아파트,녹번동 71-8
241985,청나아파트,불광동 330-14
242022,선구,갈현동 499-18
242065,신세계드림빌2,대조동 195-20
242066,만민하늘愛,대조동 59-48
242067,뉴월드(402-42),응암동 402-42
242071,서안에이스,응암동 97-3
242073,응암하이포롬,응암동 117-22
242086,엘엔씨레반트,응암동 96-41
242089,두성아파트,역촌동 219
242096,뉴캐슬,역촌동 63-16
242101,에버그린,역촌동 32-42
242102,두성,역촌동 21-21
242120,린든빌(29-26),신사동 29-26
242139,뉴서울(277-19),신사동 277-19
242151,럭스빌(102동),증산동 174-3
242157,은평뉴타운상림마을(푸르지오C-5),진관동 5
242158,은평뉴타운상림마을(푸르지오C-7),진관동 2
242159,은평뉴타운상림마을(롯데캐슬A-12),진관동 20
242166,청록MS(91-9),녹번동 91-9
242170,거성,녹번동 83-37
